0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.6697327523602034,0.6972549019607843,0.7127668845315904,0.7289702251270879,0.7310544662309368,0.7386942628903412,0.7297066085693537,0.7382135076252724,0.7558169934640523,0.759912854030501,0.7453594771241829,0.7221350762527233,0.7142846768336965,0.7179477124183006,0.7351038489469861,0.7669281045751636,0.7745533769063181,0.7689397240377632,0.7618983297022512,0.7506928104575162,0.7431808278867104,0.7277893972403776,0.7168845315904141,0.7161118373275235,0.7231793754538852,0.7282657952069717,0.7276252723311547,0.7213144517066086,0.7051895424836601,0.6884255628177196
0.6802570806100219,0.6913856209150326,0.7018954248366014,0.7338736383442267,0.7398692810457517,0.7409542483660131,0.7333202614379085,0.7429411764705881,0.7524488017429194,0.7472418300653594,0.7314117647058823,0.7163398692810458,0.7235729847494553,0.7367058823529411,0.742880174291939,0.7627015250544663,0.7780522875816994,0.768714596949891,0.7541437908496732,0.7387843137254902,0.7205795206971679,0.7070152505446622,0.6949673202614379,0.714479302832244,0.735037037037037,0.7338169934640523,0.7219607843137256,0.7159694989106754,0.7040522875816994,0.6944226579520697
0.6830065359477123,0.6960566448801743,0.7207334785766158,0.7456644880174292,0.7502178649237473,0.7412490922294843,0.738562091503268,0.7369281045751634,0.7277196804647784,0.7236964415395789,0.7297385620915033,0.7147349310094407,0.7173928830791576,0.7410893246187364,0.7529048656499637,0.7604502541757444,0.7711764705882352,0.7694989106753812,0.7525925925925926,0.7315468409586056,0.7176470588235294,0.707843137254902,0.710239651416122,0.725838779956427,0.7344226579520697,0.7268409586056643,0.7082570806100218,0.6980029048656501,0.6926579520697168,0.6963471314451706
0.719763253449528,0.7290326797385621,0.739208424110385,0.7462294843863471,0.74640522875817,0.7428424110384894,0.7372113289760348,0.7276906318082789,0.7150922294843861,0.705359477124183,0.7245315904139433,0.7213928830791576,0.7335076252723312,0.7541176470588237,0.7569745824255628,0.7582817719680465,0.7651851851851852,0.7648874364560639,0.7525098039215686,0.7308540305010892,0.729760348583878,0.729760348583878,0.7304139433551198,0.7354684095860566,0.7294117647058823,0.7149455337690632,0.6901960784313724,0.6776034858387799,0.6857516339869282,0.6898286129266521
0.7360784313725489,0.7407843137254903,0.7437908496732026,0.7416078431372548,0.738313725490196,0.7424270152505447,0.7371677559912854,0.7268627450980393,0.707276688453159,0.6893986928104576,0.7065490196078432,0.7311154684095861,0.7381481481481482,0.7515424836601308,0.7515032679738561,0.7594771241830065,0.764797385620915,0.7646840958605665,0.7552897603485839,0.7437908496732026,0.7453289760348584,0.7503747276688454,0.7399346405228758,0.7399128540305012,0.7158910675381264,0.6916470588235293,0.6702788671023964,0.6675381263616558,0.6850980392156862,0.6948148148148148
0.7356427015250544,0.7406143790849673,0.7446623093681916,0.7372549019607844,0.7376906318082789,0.7329135802469136,0.7271270878721858,0.7160784313725489,0.7000624546114741,0.6831648511256354,0.70280174291939,0.728791575889615,0.7305446623093682,0.7391285403050109,0.7388235294117647,0.7565998547567174,0.7617429193899782,0.752076978939724,0.7511648511256354,0.7403790849673202,0.7488729121278141,0.7540363108206245,0.7477995642701525,0.7406289034132171,0.7150602759622368,0.6924313725490195,0.6679070442992011,0.6726724763979665,0.69120697167756,0.699041394335512
0.7359041394335512,0.7398562091503269,0.7446695715323166,0.7398692810457517,0.7331590413943355,0.7200493827160493,0.709673202614379,0.6862091503267972,0.6730704429920116,0.6646870007262163,0.6727668845315904,0.6983006535947712,0.7026942628903413,0.7188235294117646,0.7259898329702251,0.7449440813362381,0.7462745098039215,0.7358605664488017,0.7393188090050836,0.7388191721132897,0.7568627450980392,0.7490167029774873,0.7463398692810458,0.7359491648511255,0.7164705882352941,0.6867886710239649,0.6750486564996369,0.6811328976034859,0.6915032679738561,0.6954248366013073
0.7364488017429194,0.7360130718954249,0.743681917211329,0.742483660130719,0.734313725490196,0.7200871459694987,0.7005664488017427,0.6673202614379085,0.6379738562091503,0.6098692810457514,0.6048366013071895,0.6382135076252723,0.6486928104575164,0.666470588235294,0.6693246187363835,0.7040305010893246,0.7215686274509804,0.7222222222222222,0.7243572984749456,0.7440522875816994,0.7542483660130719,0.7431154684095861,0.7392156862745097,0.724945533769063,0.6992374727668845,0.6831372549019608,0.688954248366013,0.7032679738562092,0.6984967320261438,0.6928104575163397
0.7330384894698619,0.7355555555555556,0.7362018881626725,0.7382687000726217,0.7264139433551197,0.7050544662309367,0.6732461873638343,0.6485185185185185,0.6121147421931733,0.5266608569353665,0.4752461873638342,0.5141771968046477,0.5536528685548293,0.5897167755991286,0.606153957879448,0.6500987654320988,0.6891503267973856,0.703529411764706,0.7192752360203339,0.7375555555555556,0.7457327523602033,0.7332926652142339,0.7262309368191722,0.7087145969498909,0.6851663035584604,0.6991677559912853,0.7067930283224401,0.7137254901960784,0.7024400871459694,0.6839985475671749
0.7224415395787945,0.7282788671023964,0.7233042846768335,0.7191285403050108,0.7123311546840957,0.6788235294117645,0.6362904865649962,0.6077124183006533,0.5423965141612196,0.4532897603485835,0.3605795206971674,0.3759680464778503,0.4405664488017429,0.505355119825708,0.5552490922294844,0.6024386347131444,0.632553376906318,0.6875090777051561,0.7257182280319535,0.7412331154684096,0.7368351488743645,0.7253405954974581,0.7015686274509804,0.6877559912854031,0.700800290486565,0.7148583877995641,0.7180058097312999,0.7124183006535948,0.7011764705882353,0.6854045025417576
